time,open,high,low,close,Close Series,Open Series,Long TSL,Long TSL Activation,Volume
1601869500,27.5,29.670001,25.7,27.579999,0,0,,0,85462380
1601955900,27.4,27.414999,26.154999,26.625,0,0,,0,27213840
1602042300,26.289999,27,26.25,26.554999,0,0,,0,8201360
1602128700,26.704999,27.335001,26.454999,27.085001,0,0,,0,7382410
1602215100,27.085001,27.6,27,27.485001,0,0,,0,5568770
1602474300,27.5,27.689999,26.5,26.945001,0,0,,0,4409110
1602560700,26.635001,27.2,26.3,26.979999,0,0,,0,3690770
1602647100,26.714999,26.9,26.060001,26.179999,0,0,,0,2318040
1602733500,26.3,26.614999,25.5,25.725,0,0,,0,2159480
1602819900,25.710001,26.05,24.3,24.510001,0,0,,0,2295420
1603079100,24.7,24.83,23.43,23.585001,0,0,,0,3096110
1603165500,23.585001,23.685001,22.38,22.464999,25.554000199999997,26.235000000000003,,0,2973600
1603251900,22.22,24.38,22.22,23.895,25.554000199999997,26.235000000000003,,0,12589530
1603338300,23.85,24.460001,23.305,23.895,25.554000199999997,26.235000000000003,,0,3926760
1603424700,24.145,24.295,23.560001,24.005,26.413200159999995,25.817,,0,3833930
1603683900,24.1,25.12,24.02,24.875,26.413200159999995,25.817,24.7432,1,3202840
1603770300,26.7,29.85,26.7,29.85,26.413200159999995,25.817,29.402250000000002,0,47100270
1603856700,30.589999,33.589999,27.885001,31.585001,28.197560327999998,26.7715998,,0,70459970
1603943100,30,32.995001,29.695001,32.575,28.197560327999998,26.7715998,,0,19773640
1604029500,32.795001,37.9,32.7,35.335001,28.197560327999998,26.7715998,,0,44629940
1604288700,35.364999,35.4,31.429999,31.589999,28.7520484624,28.49027964,,0,9333390
1604375100,31.25,32.889999,29.65,29.889999,28.7520484624,28.49027964,,0,8487520
1604461500,29.904999,32.279999,29.064999,30.970001,28.7520484624,28.49027964,,0,7689060
1604547900,31.520001,32,30.479999,31.120001,29.69163876992,29.096223912,,0,2887050
1604634300,31.189999,31.745001,30.904999,31.154999,29.69163876992,29.096223912,,0,3594190
1604893500,31.204999,34.270001,30.914999,33.45,29.69163876992,29.096223912,,0,21202530
1604979900,33.989999,34.589999,32.3,32.785001,30.514310815936,30.0749789296,,0,7219910
1605066300,32.770001,33.879999,32.335001,33.204999,30.514310815936,30.0749789296,,0,5057390
1605152700,33.3,34.35,32.660001,33.804999,30.514310815936,30.0749789296,,0,5173050
1605239100,33.525,36.410001,33.525,35.220001,31.401448652748797,30.764983143680002,,0,9156100
1605357000,35.1,35.5,34.660001,35.179999,31.401448652748797,30.764983143680002,,0,1494470
1605584700,34.804999,35.65,34.5,34.95,31.401448652748797,30.764983143680002,,0,6321940
1605671100,35.045001,35.495001,34.864999,35.120001,32.31715872219904,31.620986714944003,,0,2049700
1605757500,34.685001,36.935001,34.685001,35.885001,32.31715872219904,31.620986714944003,,0,5471300
1605843900,35.75,36.4,35.364999,35.979999,32.31715872219904,31.620986714944003,,0,2595000
1606103100,36,36.389999,35.575,35.629999,32.903726977759234,32.4967893719552,,0,1786660
1606189500,35.629999,36,35.35,35.485001,32.903726977759234,32.4967893719552,,0,1408720
1606275900,35.485001,36.375,35.175,35.25,32.903726977759234,32.4967893719552,,0,2732230
